Policy Number,Years_Drv_Exp,Number_Vehicles,Average_Age,Gender_Dummy,Married_Dummy,Avg_Veh_Age,Fuel_Type_Dummy,Losses,Capped_Losses
112660,6,1,42.4,0,0,12.97,0,339,339
184700,20,1,42.4,1,0,2.5,1,648,648
124754,50,1,65.1,1,0,12.97,0,95,95
170986,2,1,20.6,1,1,12.97,0,494,494
157919,2,1,20.6,1,1,8.02,1,1021,1021
127745,1,1,20.6,1,0,8.02,0,471,471
126976,15,1,42.4,0,1,8.02,0,403,403
100647,33,1,42.4,1,1,8.02,0,422,422
155724,6,1,20.6,0,0,12.97,0,127,127
177507,0,1,20.6,1,0,2.5,1,1204,1200
111633,39,1,65.1,1,0,12.97,0,276,276
118001,26,1,42.4,0,0,2.5,1,518,518
195879,47,1,65.1,0,1,8.02,0,43,43
145321,2,1,20.6,1,1,12.97,1,931,931
104756,3,1,20.6,1,1,12.97,1,946,946
164893,25,1,42.4,0,1,8.02,0,364,364
159299,15,1,42.4,0,1,8.02,0,420,420
199665,49,1,65.1,0,1,8.02,0,79,79
126149,4,1,20.6,0,1,12.97,0,421,421
183797,46,1,65.1,1,0,2.5,0,390,390
176667,26,1,42.4,1,1,8.02,0,462,462
182567,30,1,42.4,1,0,12.97,0,147,147
117930,0,1,20.6,1,1,8.02,1,1032,1032
104251,22,1,42.4,0,0,8.02,0,373,373
109501,4,1,20.6,1,1,12.97,1,874,874
109203,7,1,20.6,1,1,2.5,1,1492,1200
183180,52,1,65.1,0,1,8.02,0,140,140
107023,41,1,65.1,1,0,8.02,0,159,159
109970,3,1,20.6,1,1,12.97,1,731,731
189461,4,1,20.6,0,1,12.97,0,470,470
137839,48,1,65.1,1,1,8.02,0,234,234
114693,17,1,42.4,0,1,2.5,1,545,545
185003,41,1,65.1,0,0,8.02,0,286,286
154333,10,1,42.4,0,0,12.97,0,269,269
102206,28,1,42.4,1,0,8.02,0,359,359
185807,44,1,65.1,1,0,12.97,0,32,32
105960,17,1,42.4,0,1,8.02,0,425,425
111655,4,1,20.6,0,1,12.97,0,222,222
175701,16,1,42.4,0,1,12.97,0,230,230
119447,44,1,65.1,1,1,8.02,0,184,184
122194,42,1,65.1,1,1,12.97,0,496,496
182956,43,1,65.1,0,0,8.02,0,58,58
192958,30,1,42.4,0,1,8.02,0,421,421
153518,15,1,42.4,0,0,8.02,0,368,368
113255,23,1,42.4,1,0,8.02,0,404,404
177434,45,1,65.1,1,0,12.97,0,102,102
154086,52,1,65.1,0,1,2.5,0,321,321
144431,33,1,42.4,1,0,12.97,0,204,204
152351,6,1,20.6,0,0,2.5,0,482,482
191927,0,1,20.6,1,0,8.02,0,333,333
102450,2,1,20.6,0,1,12.97,0,293,293
112495,50,1,65.1,1,1,8.02,0,219,219
139939,9,1,42.4,0,1,8.02,0,430,430
174931,0,1,20.6,1,1,12.97,1,960,960
134971,36,1,42.4,0,1,2.5,1,862,862
124922,5,1,20.6,0,1,12.97,1,523,523
200235,32,1,42.4,0,0,8.02,0,302,302
172030,42,1,65.1,0,1,8.02,0,241,241
115139,52,1,65.1,1,1,8.02,0,152,152
178501,8,1,42.4,1,1,8.02,0,436,436
144911,22,1,42.4,0,0,2.5,0,381,381
151406,47,1,65.1,1,1,2.5,0,74,74
170150,33,1,42.4,1,0,12.97,0,159,159
159319,8,1,42.4,0,1,2.5,1,603,603
172679,6,1,20.6,0,0,2.5,0,497,497
126506,41,1,42.4,0,1,8.02,0,392,392
138394,2,1,20.6,0,1,12.97,0,244,244
143776,0,1,20.6,0,0,12.97,0,273,273
136845,44,1,65.1,1,1,2.5,0,317,317
170646,21,1,42.4,0,0,12.97,0,186,186
109520,48,1,65.1,0,1,2.5,0,106,106
147625,47,1,65.1,1,1,8.02,0,237,237
110207,42,1,65.1,0,1,8.02,0,34,34
122307,37,1,42.4,1,0,8.02,0,346,346
139500,3,1,20.6,1,1,8.02,1,1360,1200
165410,48,1,65.1,0,0,12.97,0,148,148
184068,34,1,42.4,0,0,2.5,0,477,477
151503,13,1,42.4,1,0,12.97,0,307,307
150868,8,1,20.6,0,1,12.97,1,602,602
130522,41,1,65.1,0,1,2.5,0,464,464
118753,41,1,42.4,0,0,12.97,0,118,118
122762,45,1,65.1,0,0,12.97,0,27,27
125364,1,1,20.6,1,0,8.02,1,512,512
136921,52,1,65.1,0,0,12.97,0,109,109
122543,3,1,20.6,1,1,12.97,1,651,651
126224,39,1,42.4,1,1,2.5,1,531,531
190604,48,1,65.1,0,0,12.97,0,189,189
148198,6,1,20.6,1,1,12.97,1,558,558
134164,4,1,20.6,1,1,12.97,0,335,335
141639,45,1,65.1,0,1,12.97,0,37,37
118470,10,1,42.4,0,1,8.02,0,363,363
123081,30,1,42.4,0,0,2.5,1,540,540
158991,0,1,20.6,1,0,12.97,0,358,358
129139,25,1,42.4,1,1,12.97,0,331,331
133084,7,1,42.4,1,0,8.02,0,335,335
192012,44,1,65.1,1,1,2.5,0,262,262
190989,15,1,42.4,1,1,2.5,1,735,735
153916,46,1,65.1,1,0,2.5,0,406,406
118161,44,1,65.1,1,1,8.02,0,352,352
121161,50,1,65.1,1,1,8.02,0,297,297
179660,43,1,65.1,0,1,8.02,0,125,125
134674,11,1,42.4,0,0,8.02,0,375,375
136257,5,1,20.6,0,1,12.97,1,534,534
149446,29,1,42.4,0,1,8.02,0,358,358
191625,1,1,20.6,0,1,12.97,0,236,236
122207,8,1,42.4,1,1,8.02,0,481,481
176085,1,1,20.6,1,1,2.5,1,1570,1200
177928,52,1,65.1,1,0,8.02,0,190,190
165231,6,1,20.6,1,1,12.97,1,802,802
158351,24,1,42.4,1,1,8.02,0,476,476
166862,7,1,20.6,0,1,2.5,1,865,865
185682,49,1,65.1,0,0,8.02,0,33,33
161523,0,1,20.6,0,0,12.97,0,259,259
188537,2,1,20.6,0,1,12.97,0,476,476
189721,34,1,42.4,0,0,8.02,0,289,289
154254,29,1,42.4,0,0,8.02,0,342,342
176180,25,1,42.4,0,0,2.5,0,440,440
147951,48,1,65.1,1,1,8.02,0,330,330
179759,0,1,20.6,1,1,12.97,1,845,845
185134,42,1,42.4,0,1,2.5,0,474,474
182616,32,1,42.4,1,1,8.02,0,397,397
157449,4,1,20.6,1,0,8.02,1,771,771
177835,35,1,42.4,1,0,8.02,0,346,346
161573,47,1,65.1,1,1,12.97,0,45,45
171124,30,1,42.4,1,0,8.02,0,308,308
125647,43,1,65.1,1,0,2.5,0,118,118
180220,34,1,42.4,1,0,8.02,0,417,417
122017,43,1,65.1,0,1,12.97,0,25,25
173823,3,1,20.6,0,1,8.02,1,716,716
106553,35,1,42.4,1,1,2.5,1,679,679
125222,46,1,65.1,0,1,12.97,0,233,233
187245,11,1,42.4,1,1,8.02,0,483,483
177032,36,1,42.4,1,0,12.97,0,193,193
170878,1,1,20.6,0,0,12.97,0,179,179
129163,50,1,65.1,0,0,2.5,0,407,407
107555,1,1,20.6,1,0,12.97,0,395,395
152324,50,1,65.1,1,1,8.02,0,399,399
111541,3,1,20.6,1,0,12.97,0,171,171
168352,7,1,20.6,1,1,12.97,1,1265,1200
134503,1,1,20.6,0,1,12.97,1,554,554
123127,43,1,65.1,0,0,12.97,0,88,88
181186,0,1,20.6,0,0,12.97,0,300,300
144808,37,1,42.4,1,1,12.97,0,401,401
136504,39,1,65.1,1,0,2.5,0,65,65
195434,48,1,65.1,0,1,12.97,0,17,17
131041,15,1,42.4,1,1,2.5,1,708,708
184282,46,1,65.1,0,1,8.02,0,341,341
189508,48,1,65.1,1,0,2.5,0,277,277
127917,1,1,20.6,1,1,12.97,1,527,527
157423,21,1,42.4,0,0,12.97,0,206,206
117922,2,1,20.6,1,0,2.5,1,892,892
125623,49,1,65.1,1,1,2.5,0,414,414
166876,2,1,20.6,1,0,12.97,0,207,207
188422,27,1,42.4,0,0,2.5,0,341,341
169334,8,1,20.6,0,0,8.02,0,416,416
155258,48,1,65.1,0,0,12.97,0,71,71
163409,6,1,20.6,0,0,8.02,0,280,280
163934,27,1,42.4,0,1,8.02,0,373,373
162638,24,1,42.4,0,1,8.02,0,398,398
167408,7,1,20.6,0,0,2.5,0,458,458
169456,27,1,42.4,0,0,8.02,0,299,299
191401,36,1,42.4,0,0,8.02,0,300,300
190961,27,1,42.4,1,1,8.02,0,472,472
104552,28,1,42.4,0,0,2.5,1,528,528
187229,43,1,65.1,0,1,8.02,0,300,300
188570,24,1,42.4,0,0,8.02,0,292,292
156221,29,1,42.4,0,1,2.5,0,438,438
142932,40,1,65.1,0,0,2.5,1,555,555
176584,23,1,42.4,0,0,2.5,1,525,525
183996,34,1,42.4,0,0,2.5,1,503,503
177439,35,1,42.4,1,0,12.97,0,231,231
118609,21,1,42.4,0,1,8.02,0,404,404
108222,25,1,42.4,0,0,8.02,0,295,295
106047,42,1,65.1,1,0,2.5,1,556,556
131121,53,1,65.1,0,1,12.97,0,153,153
101768,1,1,20.6,1,1,12.97,0,463,463
144597,26,1,42.4,0,0,8.02,0,360,360
155038,31,1,42.4,0,0,12.97,0,128,128
134528,51,1,65.1,0,0,12.97,0,33,33
155174,6,1,20.6,0,1,8.02,1,649,649
128850,8,1,65.1,1,0,2.5,0,56,56
171597,45,1,65.1,1,0,8.02,0,49,49
141659,15,1,42.4,0,1,8.02,0,354,354
108864,9,1,42.4,1,1,8.02,0,385,385
102921,4,1,20.6,0,1,12.97,0,269,269
103807,45,1,65.1,1,0,2.5,0,219,219
160977,41,1,42.4,1,1,8.02,0,419,419
135934,43,1,65.1,1,1,2.5,0,89,89
120212,49,1,65.1,0,0,8.02,0,231,231
147154,41,1,42.4,1,1,8.02,0,458,458
148155,49,1,65.1,0,0,2.5,0,499,499
107649,8,1,20.6,1,1,12.97,1,712,712
190257,31,1,42.4,0,0,12.97,0,315,315
126775,8,1,20.6,0,1,8.02,0,495,495
103126,38,1,42.4,0,1,8.02,0,438,438
192373,21,1,42.4,1,0,8.02,0,351,351
145469,6,1,20.6,1,0,12.97,0,379,379
162919,33,1,42.4,1,1,8.02,0,468,468
181851,48,1,65.1,0,1,2.5,0,137,137
162069,18,1,42.4,1,0,2.5,1,690,690
118355,26,1,42.4,0,0,12.97,0,234,234
190643,46,1,65.1,0,0,8.02,0,228,228
154356,33,1,42.4,1,0,2.5,1,562,562
142416,50,1,65.1,0,1,2.5,0,131,131
177475,0,1,20.6,0,1,8.02,1,517,517
108669,0,1,20.6,0,0,2.5,1,807,807
192867,43,1,65.1,1,0,8.02,0,285,285
199634,45,1,65.1,1,1,8.02,0,266,266
171178,35,1,42.4,0,0,2.5,0,472,472
188454,14,1,42.4,0,1,8.02,0,343,343
170617,20,1,42.4,1,0,2.5,0,470,470
190380,4,1,20.6,0,0,12.97,0,292,292
109637,33,1,42.4,1,1,8.02,0,437,437
154536,19,1,42.4,0,1,8.02,0,417,417
106999,45,1,65.1,0,0,2.5,0,153,153
199525,6,1,20.6,0,0,12.97,0,138,138
165243,40,1,65.1,0,0,12.97,0,93,93
195412,34,1,42.4,0,0,12.97,0,175,175
188569,5,1,42.4,1,0,2.5,1,738,738
150790,50,1,65.1,1,0,2.5,0,154,154
106064,19,1,42.4,0,0,8.02,0,311,311
139097,2,1,20.6,0,1,12.97,0,279,279
115865,29,1,42.4,0,0,8.02,0,329,329
132569,52,1,65.1,0,1,2.5,0,385,385
121376,52,1,65.1,1,0,12.97,0,157,157
194779,33,1,42.4,1,1,2.5,1,816,816
173775,16,1,42.4,1,0,2.5,1,665,665
110036,50,1,65.1,0,1,8.02,0,392,392
114263,35,1,42.4,1,1,8.02,0,389,389
163522,32,1,42.4,0,0,8.02,0,320,320
171670,40,1,42.4,0,1,8.02,0,430,430
132302,36,1,42.4,0,1,8.02,0,488,488
124158,5,1,20.6,0,0,12.97,0,237,237
187351,4,1,20.6,1,0,12.97,0,198,198
180841,0,1,20.6,0,0,12.97,0,277,277
195900,48,1,65.1,1,0,2.5,0,39,39
134977,0,1,20.6,1,0,12.97,0,280,280
128818,29,1,42.4,0,1,8.02,0,466,466
193479,46,1,65.1,1,0,2.5,0,435,435
118961,46,1,65.1,1,0,12.97,0,217,217
169432,44,1,65.1,1,0,8.02,0,67,67
148888,20,1,42.4,1,1,2.5,1,862,862
192887,6,1,20.6,0,1,8.02,1,648,648
141991,18,1,42.4,1,0,8.02,0,400,400
138771,15,1,42.4,0,1,2.5,1,695,695
194536,38,1,42.4,0,0,12.97,0,112,112
174940,3,1,20.6,0,1,12.97,0,240,240
136647,38,1,42.4,0,0,2.5,0,386,386
191041,50,1,65.1,1,0,8.02,0,94,94
132110,9,1,42.4,0,1,2.5,1,601,601
105086,20,1,42.4,0,1,8.02,0,366,366
129371,18,1,42.4,0,0,8.02,0,299,299
187892,50,1,65.1,0,0,8.02,0,227,227
194535,23,1,42.4,1,1,8.02,0,448,448
115124,19,1,42.4,0,1,8.02,0,471,471
128196,0,1,20.6,1,1,12.97,1,789,789
126686,5,1,20.6,1,1,12.97,0,437,437
147704,42,1,65.1,1,0,2.5,1,581,581
131627,5,1,20.6,0,1,12.97,0,481,481
194131,52,1,65.1,0,0,8.02,0,270,270
148533,51,1,65.1,1,0,12.97,0,59,59
180505,39,1,42.4,1,0,8.02,0,353,353
138868,43,1,65.1,1,0,8.02,0,349,349
195135,39,1,65.1,1,1,12.97,0,188,188
103717,47,1,65.1,1,1,12.97,0,212,212
150800,11,1,42.4,1,1,12.97,0,297,297
191480,32,1,42.4,1,1,8.02,0,463,463
179314,22,1,42.4,1,0,8.02,0,356,356
172647,45,1,65.1,0,0,8.02,0,31,31
167595,39,1,42.4,1,0,2.5,1,694,694
186723,38,1,42.4,0,0,12.97,0,143,143
104070,20,1,42.4,1,0,2.5,1,503,503
188873,32,1,42.4,1,0,8.02,0,338,338
143537,42,1,65.1,0,0,12.97,0,89,89
154595,43,1,65.1,1,1,2.5,0,455,455
196040,22,1,42.4,0,0,8.02,0,346,346
172397,42,1,65.1,1,0,2.5,0,446,446
125626,17,1,42.4,0,0,2.5,1,518,518
171112,45,1,65.1,1,0,2.5,0,367,367
139511,13,1,42.4,1,0,8.02,0,321,321
126611,20,1,42.4,1,1,12.97,0,487,487
125227,2,1,20.6,1,0,8.02,0,473,473
126025,20,1,42.4,1,0,12.97,0,242,242
126266,4,1,20.6,0,1,2.5,1,569,569
118850,6,1,20.6,0,1,2.5,1,642,642
122822,46,1,65.1,1,0,8.02,0,42,42
103598,39,1,65.1,0,0,12.97,0,148,148
153135,40,1,42.4,1,0,2.5,0,409,409
129904,18,1,42.4,0,0,2.5,1,576,576
115899,51,1,65.1,1,1,12.97,0,161,161
104135,48,1,65.1,0,0,8.02,0,123,123
178290,49,1,65.1,1,1,8.02,0,147,147
158539,0,1,20.6,0,1,12.97,1,518,518
119194,18,1,42.4,0,1,12.97,0,241,241
162109,6,1,20.6,1,0,12.97,0,497,497
168515,10,1,42.4,0,0,8.02,0,320,320
182642,7,1,42.4,1,1,8.02,1,563,563
159604,51,1,65.1,0,0,8.02,0,126,126
172921,10,1,42.4,0,0,12.97,0,107,107
167737,19,1,42.4,1,0,12.97,0,207,207
168735,12,1,42.4,1,1,2.5,1,919,919
144054,4,1,20.6,0,0,12.97,0,191,191
188684,27,1,42.4,0,1,8.02,0,379,379
162680,12,1,42.4,1,1,8.02,1,502,502
160694,2,1,20.6,0,1,12.97,0,272,272
182683,12,1,42.4,0,0,8.02,0,287,287
123788,52,1,65.1,0,1,12.97,0,235,235
118035,7,1,42.4,0,0,8.02,0,356,356
109043,8,1,20.6,1,1,12.97,0,441,441
171682,6,1,42.4,0,1,2.5,0,481,481
198754,43,1,65.1,1,0,2.5,0,179,179
121786,7,1,42.4,1,1,8.02,0,411,411
109803,36,1,42.4,0,0,2.5,0,445,445
113169,15,1,42.4,0,0,12.97,0,250,250
129655,50,1,65.1,1,1,12.97,0,162,162
129748,5,1,20.6,0,1,12.97,1,681,681
145566,32,1,42.4,0,0,12.97,0,309,309
122069,0,1,20.6,0,0,12.97,0,429,429
131359,5,1,20.6,1,1,8.02,1,801,801
186769,46,1,65.1,1,1,8.02,0,378,378
113032,3,1,20.6,1,1,12.97,1,606,606
194825,51,1,65.1,0,1,8.02,0,343,343
154404,42,1,65.1,0,1,8.02,0,366,366
173862,29,1,42.4,1,1,8.02,1,531,531
186245,0,1,20.6,1,0,12.97,0,256,256
198629,5,1,20.6,1,0,8.02,1,652,652
181463,40,1,42.4,0,1,12.97,0,402,402
168122,19,1,42.4,0,1,2.5,1,589,589
102648,7,1,20.6,1,0,12.97,0,365,365
133783,6,1,42.4,1,1,8.02,0,491,491
158802,24,1,42.4,0,0,12.97,0,189,189
140768,10,1,42.4,1,1,8.02,0,430,430
172954,5,1,42.4,0,0,8.02,0,349,349
103861,17,1,42.4,1,1,8.02,0,499,499
156007,28,1,42.4,1,0,2.5,1,631,631
176790,44,1,65.1,1,0,2.5,0,480,480
190221,6,1,20.6,0,1,12.97,1,536,536
154226,8,1,42.4,0,1,12.97,0,307,307
187674,27,1,42.4,1,1,8.02,0,434,434
170979,48,1,65.1,0,0,8.02,0,120,120
147124,41,1,65.1,1,0,2.5,1,526,526
160027,36,1,42.4,0,0,12.97,0,298,298
120525,48,1,65.1,0,1,12.97,0,31,31
125091,3,1,20.6,0,1,12.97,0,192,192
190579,48,1,65.1,1,0,12.97,0,63,63
145597,11,1,42.4,1,0,2.5,1,664,664
141782,49,1,65.1,0,1,8.02,0,76,76
136917,0,1,20.6,0,0,12.97,0,224,224
116477,24,1,42.4,0,0,8.02,0,327,327
132995,33,1,42.4,0,1,8.02,0,462,462
152775,4,1,20.6,1,1,12.97,0,460,460
125754,6,1,20.6,1,1,12.97,1,571,571
110397,49,1,65.1,0,0,8.02,0,149,149
145466,47,1,65.1,1,1,2.5,0,231,231
183541,6,1,20.6,1,0,2.5,1,546,546
111575,6,1,20.6,1,0,12.97,0,293,293
165488,43,1,65.1,0,0,2.5,1,600,600
170272,6,1,20.6,0,0,12.97,0,494,494
172312,44,1,65.1,0,0,2.5,1,545,545
182862,16,1,42.4,1,1,12.97,0,398,398
137693,12,1,42.4,1,1,2.5,1,728,728
147414,31,1,42.4,0,0,2.5,1,512,512
148145,50,1,65.1,0,0,2.5,0,383,383
171418,22,1,42.4,1,0,8.02,0,361,361
171097,31,1,42.4,1,1,8.02,0,405,405
189808,44,1,65.1,1,1,12.97,0,169,169
189714,10,1,42.4,1,1,2.5,1,564,564
160960,25,1,42.4,1,0,2.5,0,390,390
116370,10,1,42.4,1,1,2.5,1,722,722
195594,26,1,42.4,1,0,2.5,1,592,592
120787,49,1,65.1,0,1,8.02,0,313,313
177349,49,1,65.1,0,1,2.5,0,194,194
164077,6,1,42.4,1,1,12.97,1,547,547
139695,41,1,65.1,1,1,8.02,0,91,91
130529,0,1,20.6,0,1,12.97,0,351,351
185847,47,1,65.1,1,1,2.5,1,738,738
114658,27,1,42.4,0,1,8.02,0,453,453
180190,31,1,42.4,1,0,8.02,0,312,312
189575,30,1,42.4,1,1,8.02,0,462,462
116416,38,1,42.4,1,1,12.97,0,214,214
102337,20,1,42.4,1,1,2.5,0,497,497
134796,41,1,65.1,1,1,12.97,0,237,237
113159,5,1,20.6,0,1,12.97,1,669,669
128550,50,1,65.1,1,1,8.02,0,102,102
194468,12,1,42.4,1,0,12.97,0,325,325
191415,24,1,42.4,1,0,8.02,0,410,410
153534,0,1,20.6,0,1,12.97,0,272,272
132958,44,1,65.1,1,1,8.02,0,415,415
178003,25,1,42.4,0,0,8.02,0,334,334
172391,11,1,42.4,1,1,8.02,1,514,514
140156,22,1,42.4,0,1,8.02,0,404,404
129185,25,1,42.4,0,0,2.5,0,472,472
153328,17,1,42.4,0,0,8.02,0,313,313
188689,19,1,42.4,0,0,8.02,0,359,359
127032,47,1,65.1,0,0,2.5,0,270,270
175816,15,1,42.4,1,1,2.5,1,511,511
198747,24,1,42.4,1,1,8.02,1,514,514
174661,19,1,42.4,0,0,12.97,0,303,303
128822,3,1,20.6,1,0,12.97,0,250,250
138623,3,1,20.6,1,0,12.97,0,455,455
100710,46,1,65.1,0,1,2.5,0,346,346
128360,44,1,65.1,0,0,8.02,0,221,221
177850,0,1,20.6,0,0,12.97,0,228,228
116999,34,1,42.4,1,0,8.02,0,361,361
132143,39,1,42.4,1,0,8.02,0,345,345
126188,0,1,20.6,0,0,12.97,0,382,382
163501,1,1,20.6,0,0,8.02,0,391,391
196657,45,1,65.1,1,1,2.5,0,102,102
131890,51,1,65.1,1,0,8.02,0,300,300
196710,39,1,65.1,0,1,8.02,0,45,45
116097,46,1,65.1,1,0,8.02,0,137,137
183570,4,1,20.6,0,0,12.97,0,108,108
149545,9,1,42.4,1,1,2.5,1,666,666
199698,43,1,65.1,0,0,8.02,0,53,53
196524,38,1,42.4,0,0,12.97,0,300,300
145440,22,1,42.4,1,0,12.97,0,154,154
183366,33,1,42.4,0,0,12.97,0,182,182
150533,48,1,65.1,0,1,2.5,0,281,281
143559,40,1,42.4,1,0,2.5,1,625,625
164071,37,1,42.4,1,0,12.97,0,187,187
157802,43,1,65.1,0,0,2.5,0,375,375
181116,5,1,20.6,1,0,8.02,1,693,693
101613,2,1,20.6,0,0,8.02,0,343,343
142244,36,1,42.4,0,1,8.02,0,375,375
175844,6,1,20.6,0,0,8.02,0,369,369
160518,6,1,42.4,0,0,8.02,0,382,382
146817,30,1,42.4,0,1,8.02,0,453,453
186803,0,1,20.6,1,1,12.97,1,836,836
111215,46,1,65.1,1,0,8.02,0,244,244
137648,29,1,42.4,0,0,2.5,1,588,588
196800,0,1,20.6,1,0,12.97,0,170,170
180015,31,1,42.4,1,1,12.97,0,166,166
187305,36,1,42.4,1,0,8.02,0,375,375
187736,53,1,65.1,1,1,12.97,0,99,99
121413,13,1,42.4,1,0,2.5,0,417,417
117158,46,1,65.1,1,1,12.97,0,169,169
120834,9,1,42.4,1,0,8.02,0,387,387
140706,49,1,65.1,1,0,8.02,0,152,152
196877,36,1,42.4,0,0,2.5,0,369,369
158910,47,1,65.1,0,1,12.97,0,101,101
113860,47,1,65.1,1,1,8.02,0,98,98
189856,17,1,42.4,1,1,8.02,0,480,480
195144,51,1,65.1,1,1,8.02,1,524,524
193950,51,1,65.1,1,0,12.97,0,284,284
142228,0,1,20.6,0,0,12.97,0,237,237
172662,0,1,20.6,0,1,12.97,1,703,703
149102,0,1,20.6,0,1,12.97,1,514,514
114383,3,1,20.6,1,0,8.02,0,460,460
119492,0,1,20.6,0,0,12.97,0,258,258
121846,51,1,65.1,0,0,12.97,0,70,70
193059,0,1,20.6,1,0,12.97,0,195,195
139789,4,1,20.6,0,1,12.97,1,562,562
127866,15,1,42.4,1,0,8.02,0,347,347
158610,49,1,65.1,0,0,2.5,0,151,151
171964,31,1,42.4,1,0,8.02,0,354,354
117770,2,1,20.6,0,0,12.97,0,178,178
113082,6,1,42.4,1,1,8.02,0,466,466
101257,49,1,65.1,1,0,2.5,0,366,366
141628,4,1,20.6,0,0,8.02,0,319,319
144657,0,1,20.6,1,0,8.02,0,457,457
133556,5,1,20.6,0,1,2.5,1,1069,1069
133148,51,1,65.1,0,1,8.02,0,221,221
115652,34,1,42.4,0,0,12.97,0,209,209
190592,17,1,42.4,0,1,8.02,0,459,459
125351,22,1,42.4,1,0,8.02,0,352,352
184161,7,1,42.4,0,0,8.02,0,346,346
184395,19,1,42.4,1,1,8.02,0,444,444
199301,3,1,20.6,0,1,12.97,1,584,584
158931,19,1,42.4,0,0,8.02,0,340,340
148130,28,1,42.4,1,1,12.97,0,343,343
148560,49,1,65.1,0,0,12.97,0,35,35
196111,1,1,20.6,1,1,12.97,1,660,660
159312,27,1,42.4,0,1,2.5,1,688,688
123025,5,1,20.6,0,1,8.02,0,426,426
125564,31,1,42.4,1,1,2.5,1,600,600
102121,20,1,42.4,1,0,8.02,0,320,320
171301,17,1,42.4,0,0,12.97,0,150,150
137377,26,1,42.4,1,1,8.02,0,427,427
136071,40,1,65.1,1,0,12.97,0,89,89
186647,23,1,42.4,0,0,8.02,0,285,285
100633,49,1,65.1,1,0,8.02,0,355,355
196322,3,1,20.6,0,0,12.97,0,296,296
175527,13,1,42.4,1,0,2.5,1,626,626
121480,3,1,20.6,0,1,12.97,0,414,414
121362,44,1,65.1,1,1,2.5,0,329,329
158855,1,1,20.6,0,0,2.5,0,488,488
180944,5,1,20.6,0,1,12.97,1,728,728
109713,39,1,42.4,1,1,8.02,0,416,416
180890,38,1,42.4,0,1,8.02,0,405,405
113494,42,1,65.1,0,1,8.02,0,187,187
112411,25,1,42.4,0,0,12.97,0,248,248
107331,0,1,20.6,0,1,8.02,1,848,848
156093,45,1,65.1,1,0,12.97,0,185,185
166857,50,1,65.1,0,1,8.02,0,408,408
122013,23,1,42.4,0,1,12.97,0,138,138
111072,36,1,42.4,1,1,12.97,0,260,260
123972,12,1,42.4,0,1,8.02,0,425,425
177825,9,1,42.4,1,1,8.02,0,401,401
178441,0,1,20.6,0,1,8.02,1,690,690
163337,21,1,42.4,0,1,8.02,0,381,381
127481,18,1,42.4,1,0,8.02,0,393,393
156322,41,1,65.1,0,1,12.97,0,370,370
110313,45,1,65.1,1,0,8.02,0,277,277
100868,8,1,20.6,0,1,12.97,0,343,343
156774,28,1,42.4,0,1,8.02,0,377,377
102779,47,1,65.1,1,1,12.97,0,306,306
195840,22,1,42.4,1,1,8.02,0,424,424
101711,4,1,20.6,0,0,8.02,0,432,432
135832,10,1,42.4,0,0,12.97,0,221,221
160873,44,1,65.1,0,1,12.97,0,284,284
116970,8,1,20.6,1,0,12.97,0,280,280
189757,50,1,65.1,0,1,8.02,0,480,480
196688,7,1,20.6,1,1,2.5,1,1381,1200
125452,38,1,42.4,0,0,8.02,0,308,308
154741,35,1,42.4,0,0,8.02,0,334,334
177527,17,1,42.4,1,0,8.02,0,347,347
136616,0,1,20.6,0,0,12.97,0,266,266
136520,40,1,65.1,1,0,8.02,0,285,285
179151,1,1,20.6,1,1,8.02,1,896,896
123654,0,1,20.6,0,0,2.5,1,728,728
144545,44,1,65.1,1,0,8.02,0,90,90
156108,0,1,20.6,0,0,12.97,0,271,271
185584,21,1,42.4,0,0,12.97,0,157,157
178376,4,1,20.6,1,0,8.02,1,725,725
150779,47,1,65.1,0,0,2.5,0,246,246
143177,30,1,42.4,0,0,8.02,0,275,275
148702,49,1,65.1,1,0,8.02,0,318,318
142070,26,1,42.4,0,0,8.02,0,322,322
185159,50,1,65.1,1,1,12.97,0,237,237
122221,0,1,20.6,0,1,12.97,0,425,425
125904,47,1,65.1,1,0,12.97,0,30,30
118385,18,1,42.4,1,0,2.5,1,601,601
177720,22,1,42.4,1,0,12.97,0,389,389
122934,44,1,65.1,1,0,12.97,0,57,57
115630,13,1,42.4,1,1,2.5,1,616,616
194418,46,1,65.1,0,0,12.97,0,128,128
185565,12,1,42.4,1,1,2.5,1,821,821
186797,50,1,65.1,1,1,2.5,0,98,98
196925,29,1,42.4,1,0,2.5,0,422,422
189192,29,1,42.4,1,0,12.97,0,202,202
167501,8,1,42.4,1,1,2.5,1,748,748
138715,23,1,42.4,0,0,12.97,0,289,289
175052,44,1,65.1,1,0,2.5,0,202,202
108870,23,1,42.4,0,0,12.97,0,198,198
153419,43,1,65.1,0,0,8.02,0,116,116
148374,10,1,42.4,0,0,12.97,0,179,179
145004,43,1,65.1,1,1,12.97,0,68,68
107329,51,1,65.1,0,0,12.97,0,116,116
115142,6,1,20.6,1,1,12.97,1,513,513
144335,44,1,65.1,0,0,2.5,0,236,236
127200,13,1,42.4,0,1,8.02,0,447,447
128942,1,1,20.6,1,0,12.97,0,238,238
136351,21,1,42.4,0,1,2.5,1,739,739
146649,2,1,20.6,1,1,12.97,0,352,352
186175,53,1,65.1,1,1,12.97,0,251,251
